Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
38.52.3,False,True,9825,American Decorative Arts,Window seat,Window Seat,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1810–20,1810,1820,"Mahogany, gilt brass, maple",29 x 42 x 14 1/4 in. (73.7 x 106.7 x 36.2 cm),"Purchase, Joseph Pulitzer Bequest, 1938",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/9825,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.4,False,False,9646,American Decorative Arts,Wall sconce,Wall Sconce,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,ca. 1910,1907,1913,"Glass, bronze",H. 19 1/8 in. (48.6 cm); Diam. 4 7/8 in. (12.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9646,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.5,False,False,9647,American Decorative Arts,Wall sconce,Wall Sconce,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,ca. 1910,1907,1913,"Glass, bronze",H. 19 1/8 in. (48.6 cm); Diam. 4 7/8 in. (12.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9647,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.34,False,True,544617,Egyptian Art,"Facsimile, Rekhmire (TT 100), Syrians, chariot, ingot","Syrians Bringing an Ingot and a Chariot, tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","facsimile: h. 42 cm (16 9/16 in); w. 55.5 cm (21 7/8 in)
scale 1:1
framed: h. 45.2 (17 13/16 in); w. 59.7 (23 1/2 in); th. 1.9 cm (3/4 in)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544617,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
67.262.11,False,True,5802,American Decorative Arts,Pitcher,Pitcher,American,,,,,Designer|Manufacturer,Probably designed by,Daniel Greatbatch|D. &  J. Henderson Flint Stoneware Manufactory,active 1838–ca. 1861|active 1829–33,,"Greatbach, Daniel|Henderson Flint Stoneware Manufactory D. and J.",British,1838      |1829      ,1838      |1829      ,1829–33,1829,1829,Stoneware,H. 6 in. (15.2 cm); Diam. 5 3/8 in. (13.7 cm),"Gift of John C. Cattus, 1967",Made in,Jersey City,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5802,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.14,False,False,544635,Egyptian Art,"Facsimile, Rekhmire (TT 100), leather work","Leather Working, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","facsimile: h. 24.5 cm (9 5/8 in); w. 33 cm (13 in)
scale 1:1
framed: h. 26.7 cm (10 1/2 in); w. 36.2 cm (14 1/4 in)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544635,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
69.144.4,False,True,9758,American Decorative Arts,Water goblet,Water Goblet,American,,,,,Maker,Possibly,Christian Dorflinger,1828–1915,,"Dorflinger, Christian",French,1828      ,1915      ,1860–70,1860,1870,Blown lead glass,H. 6 in. (15.2 cm); Diam. 3 1/4 in. (8.3 cm),"Gift of Mrs. D. Chester Noyes, 1969",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9758,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.21,False,False,544636,Egyptian Art,"facsimile, Rekhmire (TT 100), leather work, sandal","Leather Working, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","facsimile: h. 28 cm (11 in); w. 45.5 cm (17 15/16 in)
scale 1:1
framed: h. 31.1 cm (12 1/4 in); w. 48.9 cm (19 1/4 in)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544636,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1981.159,False,False,9819,American Decorative Arts,Stained glass window,Magnolias and Irises,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,ca. 1908,1905,1911,Leaded Favrile glass,60 1/4 x 42 in. (153 x 106.7 cm),"Anonymous Gift, in memory of Mr. and Mrs. A. B. Frank, 1981",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9819,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1983.514,False,False,9820,American Decorative Arts,Stained glass window,Stained Glass Window,American,,,,,Maker,,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona",,"Wright, Frank Lloyd",American,1867      ,1959      ,1900,1900,1900,"Glass, zinc",48 5/8 x 29 3/4 in. (123.5 x 75.6 cm),"Gift of Mr. and Mrs. I. Wistar Morris III, 1983",Made in,Kankekee,,,United States,,,,,,,Glass,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/9820,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
53.179.2,False,True,9826,American Decorative Arts,Window stool,Window stool,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1805–15,1805,1815,Mahogany with cherry,32 1/2 x 42 x 15 1/8 in. (82.6 x 106.7 x 38.4 cm),"Gift of Mrs. Screven Lorillard, 1953",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/9826,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
35.101.2,False,True,544634,Egyptian Art,"Facsimile, Rekhmire (TT 100), leather workers","Leather Workers, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,Tempera on paper,"facsimile: h. 48.5 cm (19 1/8 in); w. 106 cm (41 3/4 in)
Scale 1:1
framed: h. 30 3/8 in; w. 43 1/4 in","Rogers Fund, 1935",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544634,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1979.67,False,True,5782,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,,Charles Cartlidge and Company,1848–1856,,Cartlidge and Company Charles,,1848      ,1856      ,ca. 1848–56,1845,1856,Porcelain,8 1/8 x 6 1/2 in. (20.6 x 16.5 cm),"Sansbury-Mills Fund, 1979",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5782,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
53.179.3,False,True,9827,American Decorative Arts,Window Stool,Window Stool,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1805–15,1805,1815,Mahogany,32 1/2 x 41 3/4 x 15 1/4 in. (82.6 x 106 x 38.7 cm),"Gift of Mrs. Screven Lorillard, 1953",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/9827,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.43,False,True,544615,Egyptian Art,"Facsimile, Rekhmire (TT 100), Syrians, elephant, bear, ingot","Syrians Bringing an Elephant and a Bear, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","H. 45 cm (17 11/16 in.); W. 51 cm (20 1/16 in.)
Framed: H. 48.5 cm (19 1/8 in.); W. 54.1 cm (21 5/16 in.)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544615,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
66.221.9,False,False,9828,American Decorative Arts,Window seat,Window Seat,American,,,,,Maker,Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1837,1837,1837,"Mahogany, ash, pine",16 1/4 x 44 3/4 x 14 in. (41.3 x 113.7 x 35.6 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/9828,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
66.221.10,False,True,9829,American Decorative Arts,Window seat,Window Seat,American,,,,,Maker,Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770      ,1854      ,1837,1837,1837,"Mahogany, ash, pine",16 1/4 x 44 3/4 x 14 in. (41.3 x 113.7 x 35.6 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/9829,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
68.143.8,False,True,9845,American Decorative Arts,Window cornice,Window Cornice,American,,,,,Maker,Attributed to,John Jelliff,1813–1893,,"Jelliff, John",American,1813      ,1893      ,ca. 1870,1867,1870,"Rosewood, gilt, and mother-of-pearl",Dimensions unavailable,"American Wing Restricted Building Fund, 1968",Made in,Newark,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/9845,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
68.143.9,False,True,9846,American Decorative Arts,Window cornice,Window Cornice,American,,,,,Maker,Attributed to,John Jelliff,1813–1893,,"Jelliff, John",American,1813      ,1893      ,ca. 1870,1867,1870,"Rosewood, gilt, and mother-of-pearl",Dimensions unavailable,"American Wing Restricted Building Fund, 1968",Made in,Newark,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/9846,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
68.143.10,False,True,9847,American Decorative Arts,Window cornice,Window Cornice,American,,,,,Maker,Attributed to,John Jelliff,1813–1893,,"Jelliff, John",American,1813      ,1893      ,ca. 1870,1867,1870,"Rosewood, gilt, and mother-of-pearl",Dimensions unavailable,"American Wing Restricted Building Fund, 1968",Made in,Newark,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/9847,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1981.438.5,False,False,9848,American Decorative Arts,Window,"Window from Auldbrass Plantation near Yemassee, South Carolina",American,,,,,Maker,,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona",,"Wright, Frank Lloyd",American,1867      ,1959      ,ca. 1940,1937,1940,Cyprus board and glass,11 3/4 x 55 3/4 x 1 7/8 in. (29.8 x 141.6 x 4.8 cm),"Gift of Jessica Stevens Loring, 1981",Made in,Chicago,,,United States,,,,,,,Furniture,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/9848,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.3,False,False,9645,American Decorative Arts,Wall sconce,Wall Sconce,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,ca. 1910,1907,1913,"Glass, bronze",H. 19 1/8 in. (48.6 cm); Diam. 4 7/8 in. (12.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9645,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.2,False,False,9644,American Decorative Arts,Wall sconce,Wall Sconce,American,,,,,Maker|Designer,Designed by,Tiffany Studios|Louis Comfort Tiffany,"1902–32|American, New York 1848–1933 New York",,"Tiffany Studios |Tiffany, Louis Comfort",American,1902      |1848      ,1932      |1933      ,ca. 1910,1907,1913,"Glass, bronze",H. 19 1/8 in. (48.6 cm); Diam. 4 7/8 in. (12.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9644,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1976.105,False,False,9620,American Decorative Arts,Wall mural and fountain,Garden Landscape,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,ca. 1905–15,1905,1915,Favrile-glass mosaic,103 1/2 x 114 in. (262.9 x 289.6 cm),"Gift of Lillian Nassau, 1976",Made in,New York,,,United States,,,,,,,Architecture,,http://www.metmuseum.org/art/collection/search/9620,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1985.212.2,False,False,9581,American Decorative Arts,Vase,Vase,American,,,,,Maker,,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona",,"Wright, Frank Lloyd",American,1867      ,1959      ,1890–1900,1890,1900,Copper,29 1/8 x 4 1/8 x 4 1/8 in. (74 x 10.5 x 10.5 cm),"Gift of Charles L. and Jane D. Kaufmann, 1985",Made in,Chicago,,,United States,,,,,,,Metal,"© 2018 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/9581,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
62.251,False,False,9470,American Decorative Arts,Vase,Vase,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,ca. 1895,1892,1898,Favrile glass,9 5/8 x 5 1/2 in. (24.4 x 14 cm),"Gift of Mr. and Mrs. Lawrence Morris, 1962",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9470,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
33.120.313,False,True,5844,American Decorative Arts,Cream pot,Creampot,American,,,,,Maker|Maker,Possibly by|Possibly by,Stephen Reeves|Samuel Richards Jr.,"active ca. 1767–76|American, 1768–1827",,"Reeves, Stephen|Richards, Samuel Jr.",American,1764      |1768      ,1776      |1827      ,1775–1800,1775,1800,Silver,"Overall: 6 x 5 in. (15.2 x 12.7 cm); 7 oz. (218.1 g)
Foot: 2 5/16 x 2 5/16 in. (5.9 x 5.9 cm)","Bequest of Alphonso T. Clearwater, 1933",Possibly made in|Possibly made in,Philadelphia|New York,,,United States|United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/5844,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
69.263.1,False,False,9471,American Decorative Arts,Vase,Vase,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902",,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company",American,1848      |1892      ,1933      |1902      ,ca. 1895,1892,1898,Favrile glass,H. 10 3/16 in. (25.9 cm); Diam. 5 7/8 in. (14.9 cm),"Gift of Fenton L. B. Brown, in memory of his mother, Blanche Butler Brown, 1969",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9471,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.16,False,False,9472,American Decorative Arts,Vase,Vase,American,,,,,Maker|Designer,Designed by,Tiffany Glass and Decorating Company|Louis Comfort Tiffany,"American, 1892–1902|American, New York 1848–1933 New York",,"Tiffany Glass and Decorating Company|Tiffany, Louis Comfort",American,1892      |1848      ,1902      |1933      ,1895–1910,1895,1910,Favrile glass,H. 7 3/8 in. (18.7 cm); Diam. 2 1/2 in. (6.4 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9472,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
1981.132.1,False,False,9474,American Decorative Arts,Vase,Vase,American,,,,,Designer,Designed by,Louis Comfort Tiffany,"American, New York 1848–1933 New York",,"Tiffany, Louis Comfort",American,1848      ,1933      ,ca. 1906,1903,1909,Favrile glass,H. 11 3/4 in. (29.8 cm); Diam. 3 1/4 in. (8.3 cm),"Gift of Mr. and Mrs. V. James Cole, 1981",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/9474,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.30,False,True,544624,Egyptian Art,"Facsimile, Rekhmire (TT 100), bakers","Preparing and Cooking Cakes, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","facsimile: h. 43.5 cm (17 1/8 in); w. 32.5 cm (12 13/16 in)
scale 1:1
framed: h. 47 cm (18 1/2 in); w. 35.6 cm (14 in)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544624,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.15,False,True,544623,Egyptian Art,"Facsimile, Rekhmire (TT 100), cooking","Cooking Cakes with Fat, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","facsimile: h. 35.5 cm (14 in); w. 24 cm (9 7/16 in)
scale 1:1
framed: h. 39.4 cm (15 1/2 in); w. 27.9 cm (11 in)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544623,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
31.6.16,False,True,544622,Egyptian Art,"Facsimile, Rekhmire (TT 100), cooking","Preparing Dough, Tomb of Rekhmire",,New Kingdom,Dynasty 18,,,Artist,,Nina de Garis Davies,1881–1965,,"Davies, Nina de Garis",,1881      ,1965      ,ca. 1504–1425 B.C.,-1504,-1504,"Paper, tempera paint, ink","facsimile: h. 30.5 cm (12 in); w. 50 cm (19 11/16 in)
scale 1:1
framed: h. 33.7 cm (13 1/4 in); w. 53.3 cm (21 in)","Rogers Fund, 1931",Original from,,,,Egypt,"Upper Egypt, Thebes",Sheikh Abd el-Qurna,Tomb of Rekhmire (TT 100),,,,,,http://www.metmuseum.org/art/collection/search/544622,1/7/2019 8:00:00 AM,"Metropolitan Museum of Art, New York, NY"
